Date Published,General Address,Status,Condition,Price Per SQMT,Article ID
2023-10-24,ჩუღურეთი,ახალი აშენებული,თეთრი კარკასი,1514.25,2
2023-10-24,ჩუღურეთი,ახალი აშენებული,მწვანე კარკასი,2299.4,3
2023-10-24,ჩუღურეთი,ახალი აშენებული,სარემონტო,1813.33,1
2023-10-24,ჩუღურეთი,მშენებარე,თეთრი კარკასი,1048.78,1
2023-10-24,ჩუღურეთი,ძველი აშენებული,ახალი რემონტით,1392.59,32
2023-10-24,ჩუღურეთი,ძველი აშენებული,გარემონტებული,1132.08,5
2023-10-24,ჩუღურეთი,ძველი აშენებული,ძველი რემონტით,1122.45,19
2023-10-24,ივერთუბანი,ახალი აშენებული,შავი კარკასი,1009.17,3
2023-10-24,სოლოლაკი,ძველი აშენებული,ძველი რემონტით,1706.025,10
2023-10-24,სამგორი,ძველი აშენებული,ახალი რემონტით,1083.33,17
2023-10-24,სამგორი,მშენებარე,მწვანე კარკასი,919.56,1
2023-10-24,სამგორი,ახალი აშენებული,მწვანე კარკასი,938.51,2
2023-10-24,ორთაჭალა,ახალი აშენებული,შავი კარკასი,1424.44,4
2023-10-24,ორთაჭალა,მშენებარე,თეთრი კარკასი,1150.13,1
2023-10-24,ორთაჭალა,მშენებარე,მიმდინარე რემონტი,1275.0,2
2023-10-24,ორთაჭალა,ძველი აშენებული,ახალი რემონტით,1243.5749999999998,6
2023-10-24,ორთაჭალა,ძველი აშენებული,გარემონტებული,950.0,1
2023-10-24,ორთაჭალა,ძველი აშენებული,მწვანე კარკასი,1088.89,1
2023-10-24,ორთაჭალა,ძველი აშენებული,სარემონტო,916.67,1
2023-10-24,ორთაჭალა,ძველი აშენებული,ძველი რემონტით,972.97,3
2023-10-24,ორხევი,ახალი აშენებული,ახალი რემონტით,833.33,1
2023-10-24,ორხევი,ძველი აშენებული,ახალი რემონტით,833.33,9
2023-10-24,ორხევი,ძველი აშენებული,ძველი რემონტით,983.53,2
2023-10-24,საბურთალო,ახალი აშენებული,ახალი რემონტით,1785.71,375
2023-10-24,საბურთალო,ახალი აშენებული,გარემონტებული,1703.7,23
2023-10-24,საბურთალო,ახალი აშენებული,თეთრი კარკასი,1498.77,41
2023-10-24,საბურთალო,ახალი აშენებული,მიმდინარე რემონტი,1244.44,1
2023-10-24,საბურთალო,ახალი აშენებული,მწვანე კარკასი,1409.675,48
2023-10-24,საბურთალო,ახალი აშენებული,სარემონტო,1386.62,1
2023-10-24,სამგორი,ახალი აშენებული,მიმდინარე რემონტი,1230.92,1
2023-10-24,სამგორი,ახალი აშენებული,თეთრი კარკასი,834.91,3
2023-10-24,სამგორი,ახალი აშენებული,ახალი რემონტით,1244.44,41
2023-10-24,საბურთალო,ძველი აშენებული,შავი კარკასი,1200.0,1
2023-10-24,საბურთალო,ძველი აშენებული,სარემონტო,1250.0,3
2023-10-24,საბურთალო,ძველი აშენებული,მწვანე კარკასი,1250.0,1
2023-10-24,ორთაჭალა,ახალი აშენებული,მიმდინარე რემონტი,1274.51,1
2023-10-24,საბურთალო,ძველი აშენებული,გარემონტებული,1307.69,21
2023-10-24,საბურთალო,მშენებარე,შავი კარკასი,1436.37,2
2023-10-24,საბურთალო,მშენებარე,მწვანე კარკასი,1500.0,2
2023-10-24,საბურთალო,მშენებარე,თეთრი კარკასი,1409.39,18
2023-10-24,საბურთალო,მშენებარე,ახალი რემონტით,1500.0,1
2023-10-24,საბურთალო,ახალი აშენებული,ძველი რემონტით,1116.67,3
2023-10-24,საბურთალო,ახალი აშენებული,შავი კარკასი,1055.28,6
2023-10-24,საბურთალო,ძველი აშენებული,ახალი რემონტით,1364.5549999999998,72
2023-10-24,თემქა,ძველი აშენებული,ძველი რემონტით,897.485,14
2023-10-24,საბურთალო,ძველი აშენებული,ძველი რემონტით,1116.665,42
2023-10-24,თემქა,ძველი აშენებული,გარემონტებული,1077.01,2
2023-10-24,დიდი დიღომი,ძველი აშენებული,ახალი რემონტით,1078.69,24
2023-10-24,დიდი დიღომი,ძველი აშენებული,გარემონტებული,1097.56,5
2023-10-24,დიდი დიღომი,ძველი აშენებული,მწვანე კარკასი,1235.575,2
2023-10-24,დიდი დიღომი,ძველი აშენებული,ძველი რემონტით,945.405,8
2023-10-24,დიდუბე,ახალი აშენებული,ახალი რემონტით,1364.86,79
2023-10-24,დიდუბე,ახალი აშენებული,გარემონტებული,1341.46,5
2023-10-24,დიდუბე,ახალი აშენებული,თეთრი კარკასი,1168.845,10
2023-10-24,დიდუბე,ახალი აშენებული,მიმდინარე რემონტი,1285.71,7
2023-10-24,დიდუბე,ახალი აშენებული,მწვანე კარკასი,1179.505,18
2023-10-24,დიდუბე,ახალი აშენებული,შავი კარკასი,1024.48,11
2023-10-24,დიდუბე,ახალი აშენებული,ძველი რემონტით,1575.0,1
2023-10-24,დიდუბე,მშენებარე,თეთრი კარკასი,1240.1,4
2023-10-24,დიდუბე,მშენებარე,შავი კარკასი,1167.94,2
2023-10-24,დიდუბე,ძველი აშენებული,ახალი რემონტით,1125.0,25
2023-10-24,დიდი დიღომი,მშენებარე,შავი კარკასი,830.9,1
2023-10-24,დიდუბე,ძველი აშენებული,გარემონტებული,1047.525,10
2023-10-24,დიდუბე,ძველი აშენებული,ძველი რემონტით,1033.275,8
2023-10-24,დიღმის მასივი,ახალი აშენებული,ახალი რემონტით,1363.5500000000002,88
2023-10-24,დიღმის მასივი,ახალი აშენებული,გარემონტებული,1280.0,3
2023-10-24,დიღმის მასივი,ახალი აშენებული,თეთრი კარკასი,931.25,1
2023-10-24,დიღმის მასივი,ახალი აშენებული,მწვანე კარკასი,1149.83,9
2023-10-24,დიღმის მასივი,ახალი აშენებული,შავი კარკასი,790.68,4
2023-10-24,დიღმის მასივი,ახალი აშენებული,ძველი რემონტით,1045.615,2
2023-10-24,დიღმის მასივი,მშენებარე,თეთრი კარკასი,920.355,6
2023-10-24,დიღმის მასივი,მშენებარე,მწვანე კარკასი,1011.12,2
2023-10-24,დიღმის მასივი,ძველი აშენებული,ახალი რემონტით,1086.96,23
2023-10-24,დიღმის მასივი,ძველი აშენებული,გარემონტებული,916.16,8
2023-10-24,დიღმის მასივი,ძველი აშენებული,მიმდინარე რემონტი,1043.48,1
2023-10-24,დიღმის მასივი,ძველი აშენებული,მწვანე კარკასი,1300.0,1
2023-10-24,დიღმის მასივი,ძველი აშენებული,სარემონტო,777.61,4
2023-10-24,დიდუბე,ძველი აშენებული,მწვანე კარკასი,1300.48,2
2023-10-24,დიღმის მასივი,ძველი აშენებული,ძველი რემონტით,1000.0,19
2023-10-24,დიდი დიღომი,მშენებარე,მწვანე კარკასი,864.2,1
2023-10-24,დიდი დიღომი,მშენებარე,ახალი რემონტით,888.89,1
2023-10-24,ავაჭალა,ახალი აშენებული,ახალი რემონტით,1092.04,1
2023-10-24,ავლაბარი,ახალი აშენებული,ახალი რემონტით,1568.92,12
2023-10-24,ავლაბარი,ახალი აშენებული,თეთრი კარკასი,1590.01,3
2023-10-24,ავლაბარი,ახალი აშენებული,მიმდინარე რემონტი,2401.82,1
2023-10-24,ავლაბარი,ძველი აშენებული,ახალი რემონტით,1130.365,8
2023-10-24,ავლაბარი,ძველი აშენებული,გარემონტებული,767.24,1
2023-10-24,ავლაბარი,ძველი აშენებული,ძველი რემონტით,896.55,1
2023-10-24,აფრიკის დასახლება,ძველი აშენებული,გარემონტებული,967.305,2
2023-10-24,ბაგები,ახალი აშენებული,ახალი რემონტით,1763.16,37
2023-10-24,ბაგები,ახალი აშენებული,შავი კარკასი,850.88,1
2023-10-24,ბაგები,მშენებარე,თეთრი კარკასი,1355.26,1
2023-10-24,ბაგები,ძველი აშენებული,ძველი რემონტით,1159.09,3
2023-10-24,გლდანი,ახალი აშენებული,ახალი რემონტით,1261.76,99
2023-10-24,გლდანი,ახალი აშენებული,გარემონტებული,1220.0,1
2023-10-24,დიდი დიღომი,მშენებარე,თეთრი კარკასი,841.4200000000001,6
2023-10-24,გლდანი,ახალი აშენებული,თეთრი კარკასი,930.77,6
2023-10-24,გლდანი,ახალი აშენებული,მწვანე კარკასი,1006.62,9
2023-10-24,გლდანი,მშენებარე,თეთრი კარკასი,709.625,2
2023-10-24,გლდანი,მშენებარე,მწვანე კარკასი,750.0,2
2023-10-24,გლდანი,ძველი აშენებული,ახალი რემონტით,1045.975,12
2023-10-24,გლდანი,ძველი აშენებული,გარემონტებული,898.4100000000001,4
2023-10-24,გლდანი,ძველი აშენებული,მიმდინარე რემონტი,822.37,1
2023-10-24,გლდანი,ძველი აშენებული,მწვანე კარკასი,1069.4450000000002,2
2023-10-24,გლდანი,ძველი აშენებული,სარემონტო,783.33,4
2023-10-24,გლდანი,ძველი აშენებული,შავი კარკასი,758.06,4
2023-10-24,გლდანი,ძველი აშენებული,ძველი რემონტით,803.51,26
2023-10-24,დიდი დიღომი,ახალი აშენებული,ახალი რემონტით,1231.52,218
2023-10-24,დიდი დიღომი,ახალი აშენებული,გარემონტებული,1344.05,6
2023-10-24,დიდი დიღომი,ახალი აშენებული,თეთრი კარკასი,899.92,5
2023-10-24,დიდი დიღომი,ახალი აშენებული,მწვანე კარკასი,913.65,25
2023-10-24,გლდანი,ახალი აშენებული,მიმდინარე რემონტი,1144.44,5
2023-10-24,დიღომი,ახალი აშენებული,ახალი რემონტით,1375.0,7
2023-10-24,აფრიკის დასახლება,ძველი აშენებული,ძველი რემონტით,975.0,1
2023-10-24,დიღომი,ახალი აშენებული,შავი კარკასი,1000.0,1
2023-10-24,ვარკეთილი,ახალი აშენებული,გარემონტებული,1132.08,1
2023-10-24,ვარკეთილი,ახალი აშენებული,თეთრი კარკასი,979.165,2
2023-10-24,ვარკეთილი,ახალი აშენებული,მწვანე კარკასი,1062.34,3
2023-10-24,ვარკეთილი,ძველი აშენებული,ახალი რემონტით,1006.945,14
2023-10-24,ვარკეთილი,ძველი აშენებული,გარემონტებული,842.11,9
2023-10-24,ვარკეთილი,ძველი აშენებული,მიმდინარე რემონტი,863.64,1
2023-10-24,ვარკეთილი,ძველი აშენებული,სარემონტო,870.7850000000001,4
2023-10-24,ვარკეთილი,ძველი აშენებული,ძველი რემონტით,818.18,15
2023-10-24,ვაშლიჯვარი,ახალი აშენებული,ახალი რემონტით,1282.15,26
2023-10-24,ვაშლიჯვარი,ახალი აშენებული,თეთრი კარკასი,573.95,1
2023-10-24,ვაშლიჯვარი,ახალი აშენებული,მწვანე კარკასი,1000.0,3
2023-10-24,ვაშლიჯვარი,ახალი აშენებული,შავი კარკასი,1000.0,2
2023-10-24,ვაშლიჯვარი,ძველი აშენებული,ახალი რემონტით,1068.49,1
2023-10-24,ვაშლიჯვარი,ძველი აშენებული,მიმდინარე რემონტი,1368.42,1
2023-10-24,ვაშლიჯვარი,ძველი აშენებული,ძველი რემონტით,892.86,1
2023-10-24,ვერა,ახალი აშენებული,ახალი რემონტით,2600.0,20
2023-10-24,ვერა,ახალი აშენებული,გარემონტებული,2296.33,4
2023-10-24,დიღომი,ახალი აშენებული,მწვანე კარკასი,855.26,1
2023-10-24,თემქა,ძველი აშენებული,ახალი რემონტით,838.9,4
2023-10-24,თემქა,ახალი აშენებული,ძველი რემონტით,770.0,1
2023-10-24,თემქა,ახალი აშენებული,შავი კარკასი,850.0,1
2023-10-24,თემქა,ახალი აშენებული,მწვანე კარკასი,953.49,1
2023-10-24,თემქა,ახალი აშენებული,თეთრი კარკასი,1004.14,1
2023-10-24,ვარკეთილი,ახალი აშენებული,ახალი რემონტით,1189.92,44
2023-10-24,თემქა,ახალი აშენებული,ახალი რემონტით,1253.73,7
2023-10-24,ვეძისი,ახალი აშენებული,ახალი რემონტით,1527.25,6
2023-10-24,ვერა,ძველი აშენებული,ძველი რემონტით,1743.0,4
2023-10-24,ვერა,ძველი აშენებული,სარემონტო,1477.78,1
2023-10-24,ვერა,ძველი აშენებული,გარემონტებული,3196.72,1
2023-10-24,ვერა,ძველი აშენებული,ახალი რემონტით,1771.975,10
2023-10-24,ვერა,ახალი აშენებული,თეთრი კარკასი,2390.0,3
2023-10-24,ზაჰესი,ძველი აშენებული,ახალი რემონტით,1391.3,1
2023-10-24,ვაჟა-ფშაველა,ძველი აშენებული,ძველი რემონტით,1289.0500000000002,18
2023-10-24,თემქა,ძველი აშენებული,სარემონტო,625.0,2
2023-10-24,ვაჟა-ფშაველა,ძველი აშენებული,გარემონტებული,1372.73,5
2023-10-24,ვაკე,ახალი აშენებული,ახალი რემონტით,2315.67,128
2023-10-24,ვაზისუბანი,ძველი აშენებული,ძველი რემონტით,879.12,9
2023-10-24,ვაზისუბანი,ძველი აშენებული,სარემონტო,546.88,1
2023-10-24,ვაზისუბანი,ძველი აშენებული,მიმდინარე რემონტი,1016.39,1
2023-10-24,ვაზისუბანი,ძველი აშენებული,გარემონტებული,952.94,3
2023-10-24,ვაზისუბანი,ძველი აშენებული,ახალი რემონტით,1222.22,5
2023-10-24,ვაკე,ახალი აშენებული,გარემონტებული,2547.17,3
2023-10-24,ვაზისუბანი,მშენებარე,მწვანე კარკასი,855.35,1
2023-10-24,ვაზისუბანი,ახალი აშენებული,მწვანე კარკასი,940.0,3
2023-10-24,დიღომი,მშენებარე,თეთრი კარკასი,772.73,1
2023-10-24,ვაზისუბანი,ახალი აშენებული,ახალი რემონტით,1214.29,33
2023-10-24,დიღომი,ძველი აშენებული,გარემონტებული,963.64,1
2023-10-24,დიღომი,ძველი აშენებული,ახალი რემონტით,935.09,2
2023-10-24,ვაჟა-ფშაველა,ძველი აშენებული,სარემონტო,1405.495,2
2023-10-24,ვაზისუბანი,ახალი აშენებული,ძველი რემონტით,934.07,1
2023-10-24,ვაკე,ახალი აშენებული,თეთრი კარკასი,1952.39,10
2023-10-24,ვაზისუბანი,ახალი აშენებული,გარემონტებული,1214.29,1
2023-10-24,ვაკე,ახალი აშენებული,მწვანე კარკასი,2201.785,12
2023-10-24,ვაჟა-ფშაველა,მშენებარე,თეთრი კარკასი,1000.0,1
2023-10-24,ვაჟა-ფშაველა,ახალი აშენებული,მწვანე კარკასი,1554.22,1
2023-10-24,ვაჟა-ფშაველა,ახალი აშენებული,გარემონტებული,1730.215,2
2023-10-24,ვაჟა-ფშაველა,ახალი აშენებული,ახალი რემონტით,1790.595,48
2023-10-24,ვაკე,ძველი აშენებული,ძველი რემონტით,1527.78,11
2023-10-24,ვაკე,ახალი აშენებული,მიმდინარე რემონტი,2247.725,2
2023-10-24,ვაკე,ძველი აშენებული,სარემონტო,1714.29,1
2023-10-24,ვაჟა-ფშაველა,ძველი აშენებული,ახალი რემონტით,1370.37,21
2023-10-24,ვაკე,ძველი აშენებული,გარემონტებული,1829.27,11
2023-10-24,ვაკე,ძველი აშენებული,ახალი რემონტით,1875.0,21
2023-10-24,ვაკე,ახალი აშენებული,შავი კარკასი,2075.675,4
2023-10-24,ვაკე,ახალი აშენებული,სარემონტო,1357.14,1
2023-10-24,ვაკე,ძველი აშენებული,მწვანე კარკასი,1737.45,3
2023-10-25,მუხიანი,ძველი აშენებული,გარემონტებული,918.785,2
2023-10-25,მუხიანი,მშენებარე,თეთრი კარკასი,1250.98,1
2023-10-25,მუხიანი,ახალი აშენებული,შავი კარკასი,1147.495,2
2023-10-25,მუხიანი,ახალი აშენებული,მწვანე კარკასი,1129.03,5
2023-10-25,მთაწმინდა,ძველი აშენებული,სარემონტო,1673.72,2
2023-10-25,მუხიანი,ახალი აშენებული,გარემონტებული,1194.12,2
2023-10-25,მუხიანი,ახალი აშენებული,ახალი რემონტით,1275.0,9
2023-10-25,მთაწმინდა,ძველი აშენებული,ძველი რემონტით,1230.77,5
2023-10-25,მუხიანი,ძველი აშენებული,ძველი რემონტით,935.82,4
2023-10-25,მთაწმინდა,ძველი აშენებული,ახალი რემონტით,2454.55,5
2023-10-25,მთაწმინდა,ახალი აშენებული,შავი კარკასი,2600.96,1
2023-10-25,მუხიანი,ახალი აშენებული,მიმდინარე რემონტი,1085.53,2
2023-10-25,ნავთლუღი,ახალი აშენებული,ახალი რემონტით,1091.95,7
2023-10-25,ნაძალადევი,ახალი აშენებული,თეთრი კარკასი,1218.965,4
2023-10-25,ნავთლუღი,ახალი აშენებული,თეთრი კარკასი,1543.21,1
2023-10-25,ნავთლუღი,ძველი აშენებული,ახალი რემონტით,1057.14,1
2023-10-25,ნაძალადევი,ახალი აშენებული,ახალი რემონტით,1490.445,38
2023-10-25,ნაძალადევი,ახალი აშენებული,გარემონტებული,1344.26,1
2023-10-25,ნაძალადევი,ახალი აშენებული,მწვანე კარკასი,1096.3,1
2023-10-25,ნაძალადევი,ახალი აშენებული,შავი კარკასი,1169.81,9
2023-10-25,ნაძალადევი,ახალი აშენებული,ძველი რემონტით,829.27,1
2023-10-25,ნაძალადევი,მშენებარე,თეთრი კარკასი,1108.87,1
2023-10-25,ნაძალადევი,ძველი აშენებული,ახალი რემონტით,1192.31,8
2023-10-25,ნუცუბიძის პლატო,ახალი აშენებული,თეთრი კარკასი,1050.0,1
2023-10-25,ნაძალადევი,ძველი აშენებული,ძველი რემონტით,1192.31,7
2023-10-25,ნუცუბიძის პლატო,ახალი აშენებული,ახალი რემონტით,1439.02,27
2023-10-25,ნავთლუღი,ახალი აშენებული,გარემონტებული,1125.0,1
2023-10-25,მთაწმინდა,ახალი აშენებული,სარემონტო,1869.57,1
2023-10-25,ისანი,მშენებარე,მწვანე კარკასი,1500.0,1
2023-10-25,მთაწმინდა,ახალი აშენებული,გარემონტებული,1328.67,1
2023-10-25,ვეძისი,მშენებარე,თეთრი კარკასი,1499.46,2
2023-10-25,თემქა,ახალი აშენებული,ახალი რემონტით,1142.86,3
2023-10-25,თემქა,ახალი აშენებული,მწვანე კარკასი,965.12,3
2023-10-25,თემქა,ძველი აშენებული,ახალი რემონტით,1115.38,8
2023-10-25,თემქა,ძველი აშენებული,გარემონტებული,722.22,1
2023-10-25,თემქა,ძველი აშენებული,მწვანე კარკასი,1307.69,1
2023-10-25,თემქა,ძველი აშენებული,სარემონტო,841.46,1
2023-10-25,თემქა,ძველი აშენებული,ძველი რემონტით,1066.67,9
2023-10-25,ისანი,ახალი აშენებული,ახალი რემონტით,1342.485,58
2023-10-25,ისანი,ახალი აშენებული,გარემონტებული,1137.12,1
2023-10-25,ისანი,ახალი აშენებული,თეთრი კარკასი,1050.815,16
2023-10-25,ისანი,ახალი აშენებული,მიმდინარე რემონტი,1102.48,1
2023-10-25,ისანი,ახალი აშენებული,მწვანე კარკასი,1350.94,1
2023-10-25,ისანი,ახალი აშენებული,ძველი რემონტით,1289.72,1
2023-10-25,ისანი,მშენებარე,მიმდინარე რემონტი,1914.89,1
2023-10-25,ნუცუბიძის პლატო,ახალი აშენებული,მწვანე კარკასი,1090.32,2
2023-10-25,ისანი,მშენებარე,შავი კარკასი,805.0,2
2023-10-25,ისანი,ძველი აშენებული,ახალი რემონტით,875.0,8
2023-10-25,ისანი,ძველი აშენებული,გარემონტებული,875.0,2
2023-10-25,ლილოს დასახლება,ძველი აშენებული,სარემონტო,245.83,1
2023-10-25,ლისის ტბის დასახლება,ახალი აშენებული,ახალი რემონტით,1619.57,17
2023-10-25,ლისის ტბის დასახლება,ახალი აშენებული,თეთრი კარკასი,1200.14,6
2023-10-25,ლისის ტბის დასახლება,ახალი აშენებული,მწვანე კარკასი,1231.48,4
2023-10-25,ლისის ტბის დასახლება,ახალი აშენებული,შავი კარკასი,950.77,1
2023-10-25,ლისის ტბის დასახლება,ძველი აშენებული,ახალი რემონტით,1115.38,1
2023-10-25,ლისის ტბის დასახლება,ძველი აშენებული,ძველი რემონტით,904.76,1
2023-10-25,მთაწმინდა,ახალი აშენებული,ახალი რემონტით,2670.32,14
2023-10-25,მთაწმინდა,ახალი აშენებული,თეთრი კარკასი,2695.39,8
2023-10-25,ნუცუბიძის პლატო,ახალი აშენებული,ძველი რემონტით,831.78,1
2023-10-25,საბურთალო,ახალი აშენებული,თეთრი კარკასი,1463.32,33
2023-10-25,ნუცუბიძის პლატო,ძველი აშენებული,მიმდინარე რემონტი,1040.0,1
2023-10-25,სამგორი,ძველი აშენებული,ძველი რემონტით,951.92,1
2023-10-25,სანზონა,ახალი აშენებული,ახალი რემონტით,1320.75,19
2023-10-25,სანზონა,მშენებარე,მწვანე კარკასი,821.43,1
2023-10-25,სანზონა,ძველი აშენებული,ახალი რემონტით,1192.31,5
2023-10-25,სანზონა,ძველი აშენებული,გარემონტებული,919.875,2
2023-10-25,სანზონა,ძველი აშენებული,ძველი რემონტით,965.52,5
2023-10-25,სოლოლაკი,ახალი აშენებული,ახალი რემონტით,2700.73,3
2023-10-25,სოლოლაკი,ახალი აშენებული,თეთრი კარკასი,1050.72,1
2023-10-25,სოლოლაკი,ახალი აშენებული,ძველი რემონტით,2238.81,1
2023-10-25,სოლოლაკი,ძველი აშენებული,ახალი რემონტით,2480.0,6
2023-10-25,სოლოლაკი,ძველი აშენებული,გარემონტებული,1583.335,4
2023-10-25,სოლოლაკი,ძველი აშენებული,შავი კარკასი,2969.7,1
2023-10-25,სოლოლაკი,ძველი აშენებული,ძველი რემონტით,1700.0,3
2023-10-25,სოფელი დიღომი,ახალი აშენებული,ახალი რემონტით,1532.065,2
2023-10-25,სოფელი დიღომი,ძველი აშენებული,ახალი რემონტით,930.23,1
2023-10-25,სოფელი დიღომი,ძველი აშენებული,ძველი რემონტით,930.23,1
2023-10-25,ფონიჭალა,ახალი აშენებული,ახალი რემონტით,1079.69,3
2023-10-25,ფონიჭალა,ძველი აშენებული,ახალი რემონტით,670.84,3
2023-10-25,ფონიჭალა,ძველი აშენებული,მწვანე კარკასი,421.57,1
2023-10-25,ფონიჭალა,ძველი აშენებული,ძველი რემონტით,777.78,3
2023-10-25,ჩუღურეთი,ახალი აშენებული,ახალი რემონტით,1702.12,10
2023-10-25,ჩუღურეთი,ახალი აშენებული,შავი კარკასი,812.075,4
2023-10-25,ჩუღურეთი,ახალი აშენებული,ძველი რემონტით,961.54,1
2023-10-25,ჩუღურეთი,ძველი აშენებული,ახალი რემონტით,1349.52,10
2023-10-25,ვეძისი,ახალი აშენებული,შავი კარკასი,1521.74,1
2023-10-25,ჩუღურეთი,ძველი აშენებული,ძველი რემონტით,1142.77,8
2023-10-25,ჩუღურეთი,ძველი აშენებული,გარემონტებული,1269.51,4
2023-10-25,სამგორი,ძველი აშენებული,სარემონტო,923.08,1
2023-10-25,ნუცუბიძის პლატო,ძველი აშენებული,ახალი რემონტით,1136.99,13
2023-10-25,სამგორი,ძველი აშენებული,ახალი რემონტით,984.445,2
2023-10-25,სამგორი,ახალი აშენებული,მწვანე კარკასი,916.67,7
2023-10-25,ნუცუბიძის პლატო,ძველი აშენებული,სარემონტო,1060.0,1
2023-10-25,ნუცუბიძის პლატო,ძველი აშენებული,ძველი რემონტით,981.25,6
2023-10-25,ორთაჭალა,ახალი აშენებული,ახალი რემონტით,1588.24,29
2023-10-25,ორთაჭალა,ახალი აშენებული,გარემონტებული,1686.75,3
2023-10-25,ორთაჭალა,ახალი აშენებული,თეთრი კარკასი,1300.0,6
2023-10-25,ორთაჭალა,ახალი აშენებული,მწვანე კარკასი,2634.92,8
2023-10-25,ორთაჭალა,ახალი აშენებული,შავი კარკასი,1094.155,2
2023-10-25,ორთაჭალა,მშენებარე,მწვანე კარკასი,1104.0,1
2023-10-25,ორთაჭალა,ძველი აშენებული,გარემონტებული,1176.47,1
2023-10-25,ორთაჭალა,ძველი აშენებული,ძველი რემონტით,864.08,3
2023-10-25,ორხევი,ძველი აშენებული,ახალი რემონტით,833.33,1
2023-10-25,საბურთალო,ახალი აშენებული,ახალი რემონტით,1803.34,242
2023-10-25,საბურთალო,ახალი აშენებული,გარემონტებული,1600.815,12
2023-10-25,საბურთალო,ახალი აშენებული,მიმდინარე რემონტი,2008.375,2
2023-10-25,საბურთალო,ახალი აშენებული,მწვანე კარკასი,1428.57,21
2023-10-25,საბურთალო,ახალი აშენებული,შავი კარკასი,1340.21,11
2023-10-25,საბურთალო,ახალი აშენებული,ძველი რემონტით,1315.385,2
2023-10-25,საბურთალო,მშენებარე,თეთრი კარკასი,1578.66,41
2023-10-25,საბურთალო,ძველი აშენებული,ახალი რემონტით,1416.67,61
2023-10-25,საბურთალო,ძველი აშენებული,გარემონტებული,1303.79,10
2023-10-25,საბურთალო,ძველი აშენებული,მწვანე კარკასი,1900.0,3
2023-10-25,საბურთალო,ძველი აშენებული,სარემონტო,1060.425,4
2023-10-25,საბურთალო,ძველი აშენებული,შავი კარკასი,275.23,1
2023-10-25,საბურთალო,ძველი აშენებული,ძველი რემონტით,1145.835,30
2023-10-25,სამგორი,ახალი აშენებული,ახალი რემონტით,1236.5700000000002,20
2023-10-25,სამგორი,ახალი აშენებული,გარემონტებული,1083.33,1
2023-10-25,სამგორი,ახალი აშენებული,თეთრი კარკასი,803.4,3
2023-10-25,სამგორი,მშენებარე,მწვანე კარკასი,933.33,1
2023-10-25,სამგორი,ძველი აშენებული,გარემონტებული,1013.095,2
2023-10-25,ვეძისი,ახალი აშენებული,ახალი რემონტით,2644.74,17
2023-10-25,ვერა,ძველი აშენებული,სარემონტო,1266.67,5
2023-10-25,დიდი დიღომი,მშენებარე,თეთრი კარკასი,700.18,5
2023-10-25,დიდი დიღომი,მშენებარე,მწვანე კარკასი,1000.0,1
2023-10-25,დიდი დიღომი,ძველი აშენებული,ახალი რემონტით,1000.0,15
2023-10-25,დიდი დიღომი,ძველი აშენებული,გარემონტებული,1276.6,1
2023-10-25,დიდი დიღომი,ძველი აშენებული,მწვანე კარკასი,1400.0,1
2023-10-25,დიდი დიღომი,ძველი აშენებული,სარემონტო,889.42,1
2023-10-25,დიდი დიღომი,ძველი აშენებული,ძველი რემონტით,783.5699999999999,2
2023-10-25,დიდუბე,ახალი აშენებული,ახალი რემონტით,1257.81,38
2023-10-25,დიდუბე,ახალი აშენებული,თეთრი კარკასი,1154.76,8
2023-10-25,დიდუბე,ახალი აშენებული,მწვანე კარკასი,1243.9,3
2023-10-25,დიდუბე,ახალი აშენებული,შავი კარკასი,1088.085,8
2023-10-25,დიდუბე,მშენებარე,თეთრი კარკასი,950.24,5
2023-10-25,დიდი დიღომი,ახალი აშენებული,შავი კარკასი,773.2,4
2023-10-25,დიდუბე,მშენებარე,მწვანე კარკასი,1112.24,1
2023-10-25,დიდუბე,ძველი აშენებული,ახალი რემონტით,1133.675,16
2023-10-25,დიდუბე,ძველი აშენებული,გარემონტებული,1056.7,8
2023-10-25,დიდუბე,ძველი აშენებული,მწვანე კარკასი,1087.5,1
2023-10-25,დიდუბე,ძველი აშენებული,სარემონტო,1173.91,1
2023-10-25,დიდუბე,ძველი აშენებული,ძველი რემონტით,1089.74,7
2023-10-25,დიღმის მასივი,ახალი აშენებული,ახალი რემონტით,1254.6,54
2023-10-25,დიღმის მასივი,ახალი აშენებული,გარემონტებული,1030.49,2
2023-10-25,დიღმის მასივი,ახალი აშენებული,თეთრი კარკასი,906.25,1
2023-10-25,დიღმის მასივი,ახალი აშენებული,მწვანე კარკასი,1125.0,4
2023-10-25,დიღმის მასივი,ახალი აშენებული,შავი კარკასი,960.545,6
2023-10-25,დიღმის მასივი,მშენებარე,თეთრი კარკასი,983.035,22
2023-10-25,დიღმის მასივი,ძველი აშენებული,ახალი რემონტით,1240.0,3
2023-10-25,დიდუბე,მშენებარე,შავი კარკასი,1221.37,1
2023-10-25,დიდი დიღომი,ახალი აშენებული,მწვანე კარკასი,1005.225,16
2023-10-25,დიდი დიღომი,ახალი აშენებული,თეთრი კარკასი,802.75,7
2023-10-25,დიდი დიღომი,ახალი აშენებული,გარემონტებული,1160.0,3
2023-10-25,ვერა,ძველი აშენებული,ძველი რემონტით,1996.365,8
2023-10-25,ავაჭალა,ახალი აშენებული,ახალი რემონტით,1245.61,1
